,ISBN,title,author,publish_year,image_url,avg_rating,num_of_ratings
355,0446604666,Sick Puppy,Carl Hiaasen,2001,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,3.4060606060606062,165
356,0061015725,Prey,Michael Crichton,2003,http://images.amazon.com/images/P/0061015725.01.MZZZZZZZ.jpg,3.5987654320987654,162
357,0553579754,Fear Nothing,DEAN KOONTZ,1998,http://images.amazon.com/images/P/0553579754.01.MZZZZZZZ.jpg,3.051282051282051,156
358,0449221482,J Is for Judgment,Sue Grafton,1999,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,2.720496894409938,161
359,0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,2.7333333333333334,285
360,0345353145,Sphere,MICHAEL CRICHTON,1988,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,2.75,368
361,0440214041,The Pelican Brief,John Grisham,1993,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,2.5239005736137665,523
362,0440108268,The Bridge Across Forever,Richard Bach,1986,http://images.amazon.com/images/P/0440108268.01.MZZZZZZZ.jpg,3.0987654320987654,81
363,0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,3.8552036199095023,221
364,0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,1.8867924528301887,106
365,0345337662,Interview with the Vampire,Anne Rice,1993,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,3.535573122529644,506
366,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,2.717948717948718,273
367,0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,2.7657142857142856,175
368,0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,2.6677115987460813,319
369,1573229326,How to Be Good,Nick Hornby,2002,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,3.19815668202765,217
370,0671617028,The Color Purple,Alice Walker,1985,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,3.5136986301369864,146
371,0446605239,The Notebook,Nicholas Sparks,1998,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,3.4064516129032256,465
372,0553295977,Carnal Innocence,Nora Roberts,1992,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,2.2637362637362637,91
373,0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,2.7794117647058822,136
374,0671004549,You Belong To Me,Mary Higgins Clark,1999,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,2.731707317073171,123
375,081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,http://images.amazon.com/images/P/081297106X.01.MZZZZZZZ.jpg,2.3469387755102042,98
376,0802139256,Peace Like a River,Leif Enger,2002,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,3.1693548387096775,124
377,055356160X,Cry Wolf,TAMI HOAG,1993,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,2.3495934959349594,123
378,0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,http://images.amazon.com/images/P/0515134384.01.MZZZZZZZ.jpg,2.8055555555555554,72
379,0515120618,Montana Sky,Nora Roberts,2000,http://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg,2.623762376237624,101
380,0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,http://images.amazon.com/images/P/0385335830.01.MZZZZZZZ.jpg,3.881188118811881,101
381,0515130389,Carolina Moon,Nora Roberts,2001,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,2.574712643678161,174
382,080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,http://images.amazon.com/images/P/080411935X.01.MZZZZZZZ.jpg,3.257142857142857,105
383,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,http://images.amazon.com/images/P/0142004235.01.MZZZZZZZ.jpg,4.549618320610687,131
384,0515135062,Three Fates,Nora Roberts,2004,http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg,3.3943661971830985,142
385,0743412028,Pay It Forward,Catherine Ryan Hyde,2000,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,2.8417721518987342,158
386,0425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,http://images.amazon.com/images/P/0425169693.01.MZZZZZZZ.jpg,3.1686746987951806,83
387,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,http://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg,4.0546875,128
388,051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,2.9746835443037973,237
389,0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,4.3568904593639575,283
390,0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,6.363095238095238,168
391,0446532231,"Dude, Where's My Country?",Michael Moore,2003,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,4.24,175
392,0385498802,Bee Season: A Novel,Myla Goldberg,2001,http://images.amazon.com/images/P/0385498802.01.MZZZZZZZ.jpg,3.857142857142857,175
393,0684874350,ANGELA'S ASHES,Frank McCourt,1996,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,4.115241635687732,269
394,0446611212,Violets Are Blue,James Patterson,2002,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,2.8095238095238093,252
395,0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,3.3596491228070176,114
396,0425155943,Contagion,Robin Cook,1998,http://images.amazon.com/images/P/0425155943.01.MZZZZZZZ.jpg,2.3797468354430378,79
397,034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,3.3523316062176165,193
398,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,3.2562814070351758,199
399,0451153553,Misery,Stephen King,1988,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,3.443396226415094,106
400,0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,3.3333333333333335,171
401,0425147622,The Body Farm,Patricia Daniels Cornwell,1995,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,2.9279279279279278,222
402,0446360856,The Gold Coast,Nelson DeMille,1991,http://images.amazon.com/images/P/0446360856.01.MZZZZZZZ.jpg,2.24,75
403,0553582763,By the Light of the Moon,DEAN KOONTZ,2003,http://images.amazon.com/images/P/0553582763.01.MZZZZZZZ.jpg,3.4285714285714284,91
404,0345384369,Intensity,DEAN KOONTZ,1996,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,3.314516129032258,124
405,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,1.8055555555555556,108
406,0425144429,Mr. Murder,Dean R. Koontz,1996,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,2.5555555555555554,135
407,0312305060,The Hours: A Novel,Michael Cunningham,2002,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,3.3469387755102042,294
408,0399146431,The Bonesetter's Daughter,Amy Tan,2001,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,3.358974358974359,117
409,0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,http://images.amazon.com/images/P/0385482388.01.MZZZZZZZ.jpg,3.825,80
410,0399141146,The Hundred Secret Senses,Amy Tan,1995,http://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,2.891566265060241,83
411,0375706771,Midwives: A Novel,Chris Bohjalian,1998,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,3.113157894736842,380
412,0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,2.7202797202797204,143
413,0312978367,The Prometheus Deception,Robert Ludlum,2001,http://images.amazon.com/images/P/0312978367.01.MZZZZZZZ.jpg,2.817073170731707,82
414,0451191145,Atlas Shrugged,Ayn Rand,1996,http://images.amazon.com/images/P/0451191145.01.MZZZZZZZ.jpg,4.252252252252252,111
415,0060987561,I Know This Much Is True,Wally Lamb,1999,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,3.2107438016528924,242
416,0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,3.9365079365079363,126
417,0312150601,Behind the Scenes at the Museum : A Novel,Kate Atkinson,1999,http://images.amazon.com/images/P/0312150601.01.MZZZZZZZ.jpg,2.3466666666666667,75
418,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,3.293859649122807,228
419,0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg,3.0530973451327434,113
420,1559029838,Call of the Wild,Jack London,0,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,2.3555555555555556,180
421,0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,3.450199203187251,251
422,0440216745,Whispers,BELVA PLAIN,1994,http://images.amazon.com/images/P/0440216745.01.MZZZZZZZ.jpg,2.236111111111111,72
423,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,3.7244444444444444,225
424,051512317X,Rising Tides,Nora Roberts,2001,http://images.amazon.com/images/P/051512317X.01.MZZZZZZZ.jpg,2.3173076923076925,104
425,0515114693,Born in Fire,Nora Roberts,1994,http://images.amazon.com/images/P/0515114693.01.MZZZZZZZ.jpg,3.2083333333333335,72
426,0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,3.5323383084577116,201
427,0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000,http://images.amazon.com/images/P/0140280553.01.MZZZZZZZ.jpg,3.1566265060240966,83
428,0060958022,Five Quarters of the Orange,Joanne Harris,2002,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,3.439189189189189,148
429,0385474016,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994,http://images.amazon.com/images/P/0385474016.01.MZZZZZZZ.jpg,2.644578313253012,166
430,0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002,http://images.amazon.com/images/P/0375412824.01.MZZZZZZZ.jpg,3.408333333333333,120
431,1558743669,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,1995,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,4.091603053435114,262
432,0553582135,Final Target,Iris Johansen,2002,http://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,2.5197368421052633,152
433,0767907817,Bookends : A Novel,Jane Green,2003,http://images.amazon.com/images/P/0767907817.01.MZZZZZZZ.jpg,3.5316455696202533,79
434,0553208845,Siddhartha,Hermann Hesse,1981,http://images.amazon.com/images/P/0553208845.01.MZZZZZZZ.jpg,4.376237623762377,101
435,0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997,http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg,3.9725274725274726,182
436,0440221471,The Runaway Jury,JOHN GRISHAM,1997,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,2.8090692124105012,419
437,0425143325,Without Remorse,Tom Clancy,2004,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,2.869565217391304,161
438,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,http://images.amazon.com/images/P/0425180964.01.MZZZZZZZ.jpg,2.7803030303030303,132
439,0743411250,The Woman Next Door,Barbara Delinsky,2002,http://images.amazon.com/images/P/0743411250.01.MZZZZZZZ.jpg,2.7279411764705883,136
440,0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,3.4308510638297873,376
441,0061020710,The Color of Magic,Terry Pratchett,2000,http://images.amazon.com/images/P/0061020710.01.MZZZZZZZ.jpg,3.1941747572815533,103
442,0440204887,Illusions: The Adventures of a Reluctant Messiah,Richard Bach,1994,http://images.amazon.com/images/P/0440204887.01.MZZZZZZZ.jpg,4.222222222222222,90
443,0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,5.00711743772242,281
444,1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,http://images.amazon.com/images/P/1558744630.01.MZZZZZZZ.jpg,3.139344262295082,122
445,0553563521,Devil's Waltz (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1993,http://images.amazon.com/images/P/0553563521.01.MZZZZZZZ.jpg,2.591549295774648,71
446,055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,1.969387755102041,98
447,0671683993,The Temple of My Familiar,Alice Walker,1990,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,2.3904761904761904,105
448,0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,4.72934472934473,351
449,0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994,http://images.amazon.com/images/P/0679751602.01.MZZZZZZZ.jpg,3.6923076923076925,78
450,0553211404,Jane Eyre (Bantam Classics),Charlotte Bronte,1983,http://images.amazon.com/images/P/0553211404.01.MZZZZZZZ.jpg,3.989010989010989,91
451,1400032717,The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries),Mark Haddon,2004,http://images.amazon.com/images/P/1400032717.01.MZZZZZZZ.jpg,4.813186813186813,91
452,0374100128,The Corrections (Oprah Edition),Jonathan Franzen,2001,http://images.amazon.com/images/P/0374100128.01.MZZZZZZZ.jpg,2.9894736842105263,95
453,0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,2.782857142857143,175
454,0684857820,Lucky,Alice Sebold,1999,http://images.amazon.com/images/P/0684857820.01.MZZZZZZZ.jpg,3.7590361445783134,83
455,0553579606,Ashes to Ashes,TAMI HOAG,2000,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,2.0163934426229506,183
456,006099486X,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of The Oxford English Dictionary",Simon Winchester,1999,http://images.amazon.com/images/P/006099486X.01.MZZZZZZZ.jpg,3.7477477477477477,111
457,0684810387,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996,http://images.amazon.com/images/P/0684810387.01.MZZZZZZZ.jpg,2.452054794520548,73
458,0440183057,Stillwatch,MARY HIGGINS CLARK,1986,http://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg,2.1,80
459,0671250671,"ROAD LESS TRAVELED : A New Psychology of Love, Traditional Values, and Spritual Growth (Touchstone Books (Paperback))",M. Scott Peck,1980,http://images.amazon.com/images/P/0671250671.01.MZZZZZZZ.jpg,3.9072164948453607,97
460,0425118703,Midnight,Dean R. Koontz,1995,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,2.239130434782609,92
461,0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,http://images.amazon.com/images/P/0061000043.01.MZZZZZZZ.jpg,3.1058823529411765,85
462,0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,2.5467625899280577,139
463,1551666839,Dead Run,Erica Spindler,2003,http://images.amazon.com/images/P/1551666839.01.MZZZZZZZ.jpg,2.3,80
464,0446530522,Cane River,Lalita Tademy,2001,http://images.amazon.com/images/P/0446530522.01.MZZZZZZZ.jpg,3.0495049504950495,101
465,0345447840,The Surgeon,TESS GERRITSEN,2002,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,2.593984962406015,133
466,044661193X,Basket Case,Carl Hiaasen,2003,http://images.amazon.com/images/P/044661193X.01.MZZZZZZZ.jpg,3.3295454545454546,88
467,0446359866,Presumed Innocent,Scott Turow,1989,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,2.401098901098901,182
468,0446602612,The Poet,Michael Connelly,1997,http://images.amazon.com/images/P/0446602612.01.MZZZZZZZ.jpg,3.0253164556962027,79
469,0446606383,The Midnight Club,James Patterson,1999,http://images.amazon.com/images/P/0446606383.01.MZZZZZZZ.jpg,2.2795698924731185,93
470,0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,http://images.amazon.com/images/P/0553213148.01.MZZZZZZZ.jpg,3.9238095238095236,105
471,0446365505,Pleading Guilty,Scott Turow,1994,http://images.amazon.com/images/P/0446365505.01.MZZZZZZZ.jpg,1.2456140350877194,114
472,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,3.5146198830409356,171
473,0451203895,4 Blondes,Candace Bushnell,2002,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,1.9470198675496688,151
474,0553272535,Night,Elie Wiesel,1982,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,4.337016574585635,181
475,0425181464,Seduction in Death,J. D. Robb,2001,http://images.amazon.com/images/P/0425181464.01.MZZZZZZZ.jpg,2.2666666666666666,75
476,0684853515,Hearts In Atlantis : New Fiction,Stephen King,1999,http://images.amazon.com/images/P/0684853515.01.MZZZZZZZ.jpg,4.448275862068965,87
477,0375504397,Black House,Stephen King,2001,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,3.752577319587629,97
478,0452283205,Falling Angels,Tracy Chevalier,2002,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,3.8702290076335877,131
479,0553250531,The Valley of Horses,JEAN M. AUEL,1984,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,4.361538461538461,130
480,0451188462,Desperation,Stephen King,1997,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,3.0297029702970297,101
481,0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,6.467005076142132,197
482,0671028367,Deadly Decisions,Kathy Reichs,2001,http://images.amazon.com/images/P/0671028367.01.MZZZZZZZ.jpg,2.5714285714285716,91
483,0440111811,Changes,Danielle Steel,1984,http://images.amazon.com/images/P/0440111811.01.MZZZZZZZ.jpg,1.9863013698630136,73
484,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,4.782945736434108,129
485,0679448594,Primary Colors: A Novel of Politics,Anonymous,1996,http://images.amazon.com/images/P/0679448594.01.MZZZZZZZ.jpg,2.0,73
486,0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,2.6029411764705883,136
487,0440221315,The Gift,DANIELLE STEEL,1996,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,2.411764705882353,85
488,0446527785,A Bend in the Road,Nicholas Sparks,2001,http://images.amazon.com/images/P/0446527785.01.MZZZZZZZ.jpg,3.6373626373626373,91
489,0316096199,Lucky : A Memoir,Alice Sebold,2002,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,3.6212624584717608,301
490,0440224845,Bittersweet,DANIELLE STEEL,2000,http://images.amazon.com/images/P/0440224845.01.MZZZZZZZ.jpg,1.8243243243243243,74
491,0671864173,WAITING TO EXHALE,Terry McMillan,1993,http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg,1.9859154929577465,71
492,0440200989,Weep No More My Lady,Mary Higgins Clark,1993,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,2.4526315789473685,95
493,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,2.213235294117647,136
494,0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,2.1052631578947367,171
495,0446607193,Unspeakable,Sandra Brown,1999,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,2.869158878504673,107
496,0373484003,Irish Hearts,Nora Roberts,2000,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,2.467289719626168,107
497,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,3.825174825174825,143
498,0440211263,Circle of Friends,Maeve Binchy,1991,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,2.816593886462882,229
499,0553260111,The Bourne Identity,Robert Ludlum,1984,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,2.871794871794872,195
500,0767900383,Under the Tuscan Sun,Frances Mayes,1997,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,2.9184782608695654,184
501,0671034006,Heartbreaker,Julie Garwood,2001,http://images.amazon.com/images/P/0671034006.01.MZZZZZZZ.jpg,3.4,75
502,0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,1.8313253012048192,166
503,039914465X,Southern Cross,Patricia Daniels Cornwell,1999,http://images.amazon.com/images/P/039914465X.01.MZZZZZZZ.jpg,2.5211267605633805,71
504,067102423X,Bag of Bones,Stephen King,1999,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,3.685567010309278,194
505,0345334531,Feast of All Saints,Anne Rice,1986,http://images.amazon.com/images/P/0345334531.01.MZZZZZZZ.jpg,2.5730337078651684,89
506,0553268880,The Prince of Tides,Pat Conroy,1987,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,2.260377358490566,265
507,0385336179,Shopaholic Ties the Knot,Sophie Kinsella,2003,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,3.35625,160
508,0553582755,One Door Away from Heaven,Dean R. Koontz,2002,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,3.28,225
509,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,http://images.amazon.com/images/P/0452268060.01.MZZZZZZZ.jpg,3.2523364485981308,107
510,044651652X,The Bridges of Madison County,Robert James Waller,1992,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,3.1005434782608696,368
511,0142002267,"Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players",Stefan Fatsis,2002,http://images.amazon.com/images/P/0142002267.01.MZZZZZZZ.jpg,3.602409638554217,83
512,0440439884,Island of the Blue Dolphins,SCOTT O'DELL,1971,http://images.amazon.com/images/P/0440439884.01.MZZZZZZZ.jpg,3.8433734939759034,83
513,0345339738,"The Return of the King (The Lord of the Rings, Part 3)",J.R.R. TOLKIEN,1986,http://images.amazon.com/images/P/0345339738.01.MZZZZZZZ.jpg,4.184971098265896,173
514,1573225517,High Fidelity,Nick Hornby,1996,http://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg,4.133333333333334,105
515,0802130208,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,http://images.amazon.com/images/P/0802130208.01.MZZZZZZZ.jpg,3.5755395683453237,139
516,0156628708,Mrs Dalloway,Virginia Woolf,1990,http://images.amazon.com/images/P/0156628708.01.MZZZZZZZ.jpg,2.81203007518797,133
517,0060199652,Prodigal Summer,Barbara Kingsolver,2000,http://images.amazon.com/images/P/0060199652.01.MZZZZZZZ.jpg,3.786259541984733,131
518,0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,3.7724719101123596,356
519,0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,3.241228070175439,228
520,0375703764,House of Leaves,Mark Z. Danielewski,2000,http://images.amazon.com/images/P/0375703764.01.MZZZZZZZ.jpg,3.526315789473684,95
521,0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,3.119565217391304,184
522,0446608262,The Lion's Game,Nelson DeMille,2000,http://images.amazon.com/images/P/0446608262.01.MZZZZZZZ.jpg,3.438202247191011,89
523,0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,2.4864864864864864,111
524,0553295772,Extreme Measures,Michael Palmer,1992,http://images.amazon.com/images/P/0553295772.01.MZZZZZZZ.jpg,2.425,80
525,051512608X,The Reef,Nora Roberts,1999,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,1.813953488372093,129
526,0553574671,Prime Cut,Diane Mott Davidson,2000,http://images.amazon.com/images/P/0553574671.01.MZZZZZZZ.jpg,2.8625,80
527,0375727345,House of Sand and Fog,Andre Dubus III,2000,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,3.039855072463768,552
528,0446608890,Saving Faith,David Baldacci,2000,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,2.2183098591549295,142
529,0312983298,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003,http://images.amazon.com/images/P/0312983298.01.MZZZZZZZ.jpg,3.011111111111111,90
530,0743437640,The Mulberry Tree,Jude Deveraux,2003,http://images.amazon.com/images/P/0743437640.01.MZZZZZZZ.jpg,3.072,125
